,ID,processed_question_locution,question_type,processed_preceding_locution,processed_response_locutions,response_length,response_loc_count,WordperLoc,EMperLoc,DefIllperLoc,MAperLoc,RAperLoc,CAperLoc,question_speaker,preceding_speaker,response_speaker,same_speaker_pq,same_speaker_rq,question_speaker_role,preceding_speaker_role,response_speaker_role
3028,23531_1,The House of Commons,Assertive Questioning,that includes wearing a mask in crowded places,[''],1,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Andrew Bowie,,1,0,1,2,0
3029,22720_1,Can I come back to Steve's point about this £600 windfall fax,Assertive Questioning,,"[""Why do you think the Chancellor didn't increase benefits""]",10,1,10.0,0.0,0.0,1.0,0.0,0.0,Maria Caulfield,,Victoria Derbyshire,0,1,2,0,3
3030,22858_1,Why do they need eight subsidised bars in the workplace,Assertive Questioning,"the stories that are coming out, it sounds as if it's a gentleman only club",[''],2,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20220512QT22,AudienceMember 20220512QT22,,2,0,3,3,0
3031,23809_1,You feel we haven't failed,Assertive Questioning,The question is why have we failed on the exit strategy,['I was explaining what the exit strategy was'],8,1,8.0,0.0,1.0,1.0,0.0,0.0,Fiona Bruce,Fiona Bruce,James Cleverly,2,1,1,1,2
3032,21427_1,How on Earth do you expect students to catch up with £50 over two years,Assertive Questioning,You're spending 50 per child,"['The extra money is for the additional hours if we go beyond the school day ', 'we need to see the evidence as to whether that will improve life chances ', 'it may well do']",40,3,13.333333333333334,0.0,0.0,0.3333333333333333,0.0,0.0,Peter Kyle,Peter Kyle,Lucy Frazer,2,1,2,2,2
3033,19352_1,"How can you justify charging this amount, especially to those in lower socio-economic brackets",Assertive Questioning,"Some students are only receiving 2-hours a week, creating 289 per in-person session this semester",['I’m assuming you’re a university student'],14,1,14.0,0.0,0.0,0.0,0.0,0.0,Georgia Unknown,Georgia Unknown,Fiona Bruce,2,1,3,3,1
3034,22885_2,Or is it that they're going to get released and we're going to go through this again,Assertive Questioning,"As much as we don't want to think that she's going to get released, is it not setting the precedence for everybody else that's been jailed since that they're going to have to spend that much time in and they're not going to get a chance to be released",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20220512QT37,AudienceMember 20220512QT37,,2,0,3,3,0
3035,18475_1,"one of the first things that he tried to do, was to get rid of Black History Month",Assertive Questioning,"When he became Mayor of London, yes, he became mayor of an incredibly multicultural city",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Bernardine Evaristo,Bernardine Evaristo,,2,0,2,2,0
3036,18873_1,Isn’t it time for action rather than just another review,Assertive Questioning,"Earlier this week, the Prime Minister announced a review into racial inequality in the country","['Absolutely ', 'it was unfortunate that the announcement was buried in a piece about Winston Churchill’s statue ', 'People are angry, people are hurting ', 'we’ve got a public health emergency and nobody wants to see crowds out on the street ', 'people feel moved to go out and protest ', 'having been outraged by what they’ve seen happen in the US with George Floyd ', 'but also with the huge inequalities that have been exposed by the virus ', 'we’ve seen the BAME community disproportionately affected']",92,8,11.5,0.0,0.0,0.125,0.375,0.125,Laura Hill,Laura Hill,Munira Wilson,2,1,3,3,2
3037,20754_3,"Were they, as Megan's father suggested, a crass way of wondering, is this baby going to have its grandfather's big ears",Assertive Questioning,Were they made when the baby was on their way,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210318QT21,AudienceMember 20210318QT21,,2,0,3,3,0
3038,22902qt_1,so why did you vote against it last week,Assertive Questioning,This all happened before last week,"['Because last week, Labour put forward their proposal ', 'what we see today is frankly a windfall tax ', ""I'm prepared to call it that "", 'but it is a better and stronger proposal than the one the Labour Party  ', 'This proposal raises £5 billion in a year ', 'yours only two billion ', 'It contains an important incentive on these companies to invest in the future of energy to make it greener ', 'and they will get a significant tax incentive from doing that ', ""so this proposal, whilst you can call it a windfall tax - actually, I don't care what you call it, it is about the effect it will have "", 'whilst you can call it a windfall tax ', ""actually, I don't care what you call it""]",111,11,10.090909090909092,0.0909090909090909,0.0909090909090909,0.2727272727272727,0.2727272727272727,0.0909090909090909,Fiona Bruce,Fiona Bruce,Robert Buckland,2,1,1,1,2
3039,22478_6,"But is that not simply because, let's be honest, there really isn't much of a credible alternative and there hasn't been for years?",Assertive Questioning,People talk about a one nation -- a one-party nation.,"[""Not much of a credible alternative and there hasn't been for years""]",13,1,13.0,0.0,0.0,1.0,0.0,0.0,AudienceMember 20210912QT34,AudienceMember 20210912QT34,Fiona Bruce,2,1,3,3,1
3040,18475_1,"one of the first things that he tried to do, was to get rid of Black History Month",Assertive Questioning,"When he became Mayor of London, yes, he became mayor of an incredibly multicultural city",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Bernardine Evaristo,Bernardine Evaristo,,2,0,2,2,0
3041,22790_1,surely Labour should be implementing that as well,Assertive Questioning,Why is the Government not regulating that,"[""You're talking about the shareholders of the energy companies""]",10,1,10.0,0.0,0.0,1.0,0.0,0.0,AudienceMember 20220407QT01,AudienceMember 20220407QT01,Fiona Bruce,2,1,3,3,1
3042,23864_1,"Andrea, you are supplying food to the hospitality industry, aren't you",Assertive Questioning,That goes for hospitality as well as anywhere else,"['Yes ', 'I work for a fresh produce supplier in Scotland ', 'We are the largest in Scotland and part of the supply chain to hotels and restaurants ', 'The rules are slightly different in Scotland than England. ', 'In Scotland we are allowed to serve food inside with no alcohol up until 8 p.m ', 'which is ridiculous ', ""in about 10 days' time people will be able to go to indoor concerts, up to 100 people "", 'maybe four adults cannot have a meal indoors and have a glass of wine with their meal ', 'It is ludicrous. It is absolutely crazy ', 'The business owners all across the UK have adapted their businesses to make sure there are safe places to go ', 'they have worked really hard to fit in with the guidelines ', 'This industry is literally on its knees ', 'Businesses are closing all over the place ', 'We have to get it moving as fast as we can']",162,14,11.571428571428571,0.0,0.0,0.2857142857142857,0.2142857142857142,0.0,Fiona Bruce,Fiona Bruce,AudienceMember 20210819QT18,2,1,1,1,3
3043,18295_1,in terms of what Alex was saying in terms of Boris Johnson failing as a communicateor,Assertive Questioning,coming forwards and booking the test,"['he is an excellent communicateor ', 'very effective at motivating the troops ', 'you can, of course, criticise any stage of the pandemic ', 'if only this or if only that ', 'extraordinary things have happened ', 'Extraordinary things have been achieved ', 'A huge growth in the volume of testing at an incredible pace ', 'given where we started']",68,8,8.5,0.375,0.0,0.375,0.125,0.125,Fiona Bruce,Helen Whately,Helen Whately,1,1,1,2,2
3044,18286_1,"This track and trace system tell, what if nobody volunteers themselves",Assertive Questioning,,"['If you put yourself forward, you realise you have symptoms, you realise you are going to be in quarantine for the next few weeks ', 'All the other people you mention you have been in contact with for a sustained period of time or closer than 2 metres you are effectively dobbing them in ', 'they are going to have to self-isolate as well ', 'You have the same issue in Scotland as in England ', ""What if people don't put themselves forward""]",86,5,17.2,0.0,0.0,0.0,0.2,0.0,Ruth,,Fiona Bruce,0,1,3,0,1
3045,21275_1,are you telling me that the people of Swindon are stupid or thick or wrong because they voted Conservative,Assertive Questioning,which used to be a Labour seat,"[""that's the message that's coming across from the Labour Party""]",13,1,13.0,0.0,0.0,1.0,1.0,0.0,Robert Buckland,Robert Buckland,Robert Buckland,2,2,2,2,2
3046,23029_7,Ordering 30 pieces for his people in that beer gate,Assertive Questioning,he would be a very fine Prime Minister,['Ordering the curry you are talking about'],8,1,8.0,0.0,0.0,1.0,0.0,0.0,AudienceMember 20220721QT17,Chris Bryant,Fiona Bruce,1,1,3,2,1
3047,23029_8,Is that an honest man,Assertive Questioning,Sorry,['Ordering the curry you are talking about'],8,1,8.0,0.0,0.0,1.0,0.0,0.0,AudienceMember 20220721QT17,AudienceMember 20220721QT17,Fiona Bruce,2,1,3,3,1
3048,23708_1,what resources might be move around to do that,Assertive Questioning,"now we have to separate that policy from the pandemic and have a proper discussion about if we want to prioritise this, how far up the priority list is it, how are we going to fund it",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Kate Andrews,Kate Andrews,,2,0,2,2,0
3049,23780_7,You think the property rights should be loosened,Assertive Questioning,What we need is investment in vaccination manufacturing capacity,"['We need an international agreement on that urgently ', 'We need an international agreement on investing in the manufacturing capability in parts of the world ', 'so they can start doing their own vaccine manufacturing ', ""and India can manufacture but there's many parts of the world that can't "", 'We need an international agreement around genomic sequences']",56,5,11.2,0.0,0.0,0.6,0.2,0.0,Fiona Bruce,John Ashworth,John Ashworth,1,1,1,3,3
3050,22986_2,"is it not the wrong time for MPs to have their wages increased by another 2,500 pounds",Assertive Questioning,children are going to have to be either warm or fed in their bellies,[''],5,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20220707QT30,AudienceMember 20220707QT30,,2,0,3,3,0
3051,18496_2,"It is a new disease, of course",Assertive Questioning,"a lot of the modelling that’s taking place, is based on assumptions that are completely wrong","['Yeah, I know, well yes ', '500,000 deaths were based on a computer model, completely false assumptions']",21,2,10.5,1.0,0.0,0.0,0.5,0.0,Fiona Bruce,Rocco Forte,Rocco Forte,1,1,1,2,2
3052,22802_2,How can you talk to somebody that actually will just lie,Assertive Questioning,"He's telling us that what we see on our televisions night after night, the awful rape, pillage, all of those things, we see it nightly, he tells us it's not happening",['what do you think we should do'],8,1,8.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20220407QT16,AudienceMember 20220407QT16,Fiona Bruce,2,1,3,3,1
3053,21362_3,We should be banning trips abroad according to Labour,Assertive Questioning,I'd just like to see how things pan out for the rest of this year,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Sam Winter,,1,0,1,3,0
3054,18873_1,Isn’t it time for action rather than just another review,Assertive Questioning,"Earlier this week, the Prime Minister announced a review into racial inequality in the country","['Absolutely ', 'it was unfortunate that the announcement was buried in a piece about Winston Churchill’s statue ', 'People are angry, people are hurting ', 'we’ve got a public health emergency and nobody wants to see crowds out on the street ', 'people feel moved to go out and protest ', 'having been outraged by what they’ve seen happen in the US with George Floyd ', 'but also with the huge inequalities that have been exposed by the virus ', 'we’ve seen the BAME community disproportionately affected']",92,8,11.5,0.0,0.0,0.125,0.375,0.125,Laura Hill,Laura Hill,Munira Wilson,2,1,3,3,2
3055,22849_1,"in a sense it's a side issue anyway, isn't it",Assertive Questioning,it's unfair to say he was lecturing,"['when families are already doing that, where do you go']",11,1,11.0,0.0,0.0,1.0,0.0,0.0,Damian Green,Damian Green,AudienceMember 20220512QT07,2,1,2,2,3
3056,19079_3,Why are we not hearing enough about that,Assertive Questioning,The lockdown is supposed to be time to break the chain of infection and give time to bring up the testing and tracing system to a suitable level so that that takes over and bring down the levels,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Audience Speaker 3,Audience Speaker 3,,2,0,3,3,0
3057,23705_2,"if you were to do that, that would increase the cost of living",Assertive Questioning,"Do you carry on increasing other taxes that would be a penny on income tax, three or four p on say the cost of fuel",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Grant Shapps,Grant Shapps,,2,0,2,2,0
3058,23010_1,when he resigned he didn't use the word resignation did he,Assertive Questioning,I think a bit like him,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Bryant,Chris Bryant,,2,0,2,2,0
3059,20859_1,"So to not vaccinate everyone here, vaccinate some people here, all the adults, and then start sending abroad",Assertive Questioning,we were just talking about importing new variants,"[""the idea of the vaccine trade war is the most depressing thing I've heard after the last 12 months "", ""the best thing that happened last night was the EU and the UK saying, look, let's work together "", ""let's work together and let that be part of having global cooperation "", ""that's what we need "", ""We're only going to beat this virus if everyone works together, that's the approach that we've got to take""]",85,5,17.0,0.2,0.2,0.4,0.4,0.0,Fiona Bruce,Adam Price,Adam Price,1,1,1,2,2
3060,21403_1,one Conservative government putting right something that was done wrong by a previous Conservative government under John Major,Assertive Questioning,,"['no ', ""Grant is saying is we've got to learn and improve "", ""look at, say, Transport for London, TFL, you've got the Underground "", ""you've got the over ground run by a different company "", ""you've got Docklands is a private company""]",49,5,9.8,0.2,0.0,0.2,0.0,0.2,Fiona Bruce,,Nadhim Zahawi,0,1,1,0,2
3061,23807_3,can't we all just agree that we totally underestimated the Taliban forces in the first place,Assertive Questioning,it wasn't inevitable,"['Their resilience, yes']",3,1,3.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210902QT13,AudienceMember 20210902QT13,Nelufar Hedayat,2,1,3,3,2
3062,18861_3,"you’ve got a kind of app of your own there, haven’t you",Assertive Questioning,just tell us a little bit about how you’re managing at Crystal Palace,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,,2,0,1,1,0
3063,22462_3,just blag their way through it,Assertive Questioning,have no clarity,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210912QT10,AudienceMember 20210912QT10,,2,0,3,3,0
3064,18474_3,We’ve got China,Assertive Questioning,what have we got,"['A lot of them have ', 'Italy has and Germany has']",14,2,7.0,0.0,0.0,1.0,0.0,1.5,Fiona Bruce,Fiona Bruce,Rocco Forte,2,1,1,1,2
3065,22884_2,Per care home,Assertive Questioning,What do you mean they were restricted to five tests,"['Yes ', 'They were restricted on the amount of tests they had per care home ', ""they weren't able to test properly "", 'We just heard so many stories ', ""there's stories actually worse than we could use on the programme "", ""stories that we were told that we weren't legally allowed to use on the programme of horrendous practice "", 'there should be manslaughter charges ', 'you look at the excess deaths ', 'the World Health Organisation came out with their excess deaths today ', 'you look at the excess deaths particularly in that first lockdown ', 'the excess deaths in care homes, that was unlike any other country ', 'that is something where we personally as a country let an awful lot of very vulnerable people down ', 'let them die ', 'this enquiry happens ', ""it's long, long overdue "", 'heads should roll ', 'Serious heads should roll']",155,17,9.117647058823527,0.0,0.0,0.4705882352941176,0.3529411764705882,0.0,Fiona Bruce,Fiona Bruce,Jack Thorne,2,1,1,1,2
3066,18861_3,"you’ve got a kind of app of your own there, haven’t you",Assertive Questioning,just tell us a little bit about how you’re managing at Crystal Palace,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,,2,0,1,1,0
3067,20336_2,Are we not off the question here,Assertive Questioning,We have to ask when are we getting people back to work and children back to school,"['We have economic turmoil all over the country ', 'While we could have short-term support, the coastal communities need long-term support and investment']",24,2,12.0,0.0,0.5,0.5,0.5,0.0,Fiona Bruce,Stephen Fitzpatrick,Stephen Fitzpatrick,1,1,1,2,2
3068,20331_2,Would you describe it as united,Assertive Questioning,It is a big party,"['It has disagreements ', 'Michael belongs to a party that has disagreements ', 'one currently about their Scottish leader ', 'Iain has had disagreements with his party ', ""The point is it's not uncommon for there to be disagreements between party members "", 'that is entirely to be expected ', ""What isn't acceptable, and I think it is important that I say this, is any disagreements are conducted that is disrespectful of other points of view "", 'I want to be in a political party and a country where different viewpoints and different arguments, Donald Dyer famously said, are conducted with respect and without abuse']",109,8,13.625,0.25,0.125,0.125,0.875,0.0,Fiona Bruce,Jeane Freeman,Jeane Freeman,1,1,1,2,2
3069,23015qt_2,Chris why don't you say yes he is a liar should be dealt with. On the other side he has done things which are good then we can have a more mature conversation.,Assertive Questioning,Ukraine done well there,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20220721QT06,AudienceMember 20220721QT06,,2,0,3,3,0
3070,21075_2,you do now support the four per cent,Assertive Questioning,there hasn't been a pay review,"['Absolutely – support the four per cent ', ""it's still out for consultation  "", ""it'll be after the election before we understand the outcome of the ballot that will be taken on that""]",34,3,11.333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,Fiona Bruce,Fiona Bruce,Douglas Ross,2,1,1,1,2
3071,22465_2,Is one of the problems that we don't actually know,Assertive Questioning,Is it time to make vaccinations compulsory,"[""No one said you can't go to a pub at the moment""]",30,1,30.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210912QT18,AudienceMember 20210912QT17,Fiona Bruce,1,1,3,3,1
3072,21275_1,are you telling me that the people of Swindon are stupid or thick or wrong because they voted Conservative,Assertive Questioning,which used to be a Labour seat,"[""that's the message that's coming across from the Labour Party""]",13,1,13.0,0.0,0.0,1.0,1.0,0.0,Robert Buckland,Robert Buckland,Robert Buckland,2,2,2,2,2
3073,22991_2,"How much is devolved, you're in a position to do something",Assertive Questioning,What would you do about it,"['We have built 1 hung thousand houses with a percentage which are affordable ', 'We have launched our housing to 2040 strategy']",19,2,9.5,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,Mairi McAllan,2,1,1,1,3
3074,21275_1,are you telling me that the people of Swindon are stupid or thick or wrong because they voted Conservative,Assertive Questioning,which used to be a Labour seat,"[""that's the message that's coming across from the Labour Party""]",13,1,13.0,0.0,0.0,1.0,1.0,0.0,Robert Buckland,Robert Buckland,Robert Buckland,2,2,2,2,2
3075,19056_2,She is handling it better than Boris Johnson,Assertive Questioning,"We’ve seen from some of the polling, certainly even this week, that, I think, about three-quarters of people in Scotland are satisfied with the way that Nicola Sturgeon has handled the pandemic","['it is one of the most challenging situations for any leader to be in ', 'At the very beginning she said we’re going to make mistakes']",28,2,14.0,0.5,0.5,1.0,0.5,0.0,Fiona Bruce,Kate Forbes,Kate Forbes,1,1,1,2,2
3076,21275_1,are you telling me that the people of Swindon are stupid or thick or wrong because they voted Conservative,Assertive Questioning,which used to be a Labour seat,"[""that's the message that's coming across from the Labour Party""]",13,1,13.0,0.0,0.0,1.0,1.0,0.0,Robert Buckland,Robert Buckland,Robert Buckland,2,2,2,2,2
3077,23600_3,why couldn't you graduate it to help those people who need it most,Assertive Questioning,why would your party do it then,"['we announced as we arrived in Manchester, £0.5 billion for exactly those people']",13,1,13.0,0.0,0.0,1.0,0.0,2.0,Nick Ferrari,Nick Ferrari,Nadhim Zahawi,2,1,2,2,2
3078,23026_2,What's the point of a deputy Prime Minister,Assertive Questioning,Why isn't the deputy Prime Minister standing up,"['every other time in other history, when this has happened, we have, the Prime Minister has stayed in place, and allowed an orderly transition of power ', ""that's very sensible "", 'In most countries, even after General Elections they have a transition that lasts a long time ', ""It's not unusual "", 'this is really important, what many of you have said, talking about the real issues that affect people in this country ', 'the cost of food, the cost of heating your home, these are critical issues now ', 'are probably going to get worse later on in this year when it gets into winter ', ""One of the main reasons why I'm supporting Rishi Sunak is I know he appreciates he's issues, and understands them and has the experience to deal with them""]",154,8,19.25,0.25,0.0,0.25,0.25,0.0,Mary Bousted,Mary Bousted,Bim Afolami,2,1,2,2,2
3079,20765_2,"Mims, this must be music to your ears",Assertive Questioning,accept that other people apart from NHS staff are also suffering through the pandemic and also deserve something,"['Absolutely ', 'As employment minister, at DWP where we had more people coming to be part of DWP from sectors that we never would have imagined would be applying for universal credit ', 'One figure that sticks in my mind of our staff, 27,000 extra hours worked over the Easter Bank Holiday weekend to get people paid and supported ', 'the handbrake on the economy of the pandemic coming down on them, a massive shock to the system ', 'of course it is NHS, our teachers, who have continued to be on the frontline']",91,5,18.2,0.0,0.0,0.0,0.6,0.0,Fiona Bruce,AudienceMember 20210318QT25,Mims Davies,1,1,1,3,2
3080,19146_1,"whether Jeremy is an anti-Semite or what, how would I know that?",Assertive Questioning,"It needed to be dealt with immediately, at the top, with immediate due diligence.",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Bonnie Greer,Bonnie Greer,,2,0,2,2,0
3081,21018_6,…and talk about independence?,Assertive Questioning,Are you not going to challenge that?,"[""You're doing the same as Keir Starmer.""]",8,1,8.0,0.0,0.0,0.0,0.0,0.0,Anas Sarwar,Keith Brown,Keith Brown,1,1,2,2,2
3082,18293_5,Is that what you mean,Assertive Questioning,while we are still trying to get ours going,"['Most reasonable people would concede the Asian countries in particular ', 'whether it was swine flu or SARS ', 'they are probably ahead of the curve because they have gone through pandemics previously ', 'So they have been able to adapt technology ', 'there is plenty of other examples']",48,5,9.6,0.0,0.0,0.4,0.6,0.0,Fiona Bruce,Fiona Bruce,Matthew,2,1,1,1,3
3083,22720_1,Can I come back to Steve's point about this £600 windfall fax,Assertive Questioning,,"[""Why do you think the Chancellor didn't increase benefits""]",10,1,10.0,0.0,0.0,1.0,0.0,0.0,Maria Caulfield,,Victoria Derbyshire,0,1,2,0,3
3084,23751_1,how can that possibly be the case,Assertive Questioning,No,[''],2,0,0.0,0.0,0.0,0.0,0.0,0.0,Grant Shapps,Grant Shapps,,2,0,2,2,0
3085,23950_2,"To be clear, the Labour position is not that more people should be going on holiday the reverse",Assertive Questioning,there's been a mutation in the Delta variant where it has a particular new strain that's been identified in around 40 cases in the UK,"['The Labour position is we should always follow the clinical evidence ', 'I do not understand what the clinical evidence is for this decision ', 'We know even with a double jab you are still at risk from this variant ', 'I want to see what the clinical evidence is']",47,4,11.75,0.5,0.0,0.0,0.25,0.0,Fiona Bruce,Jonathan Ashworth,Jonathan Ashworth,1,1,1,3,3
3086,22984_2,"As a Scotsman, can you feel anything other than contempt",Assertive Questioning,Whenever the SNP stand up at other times and labour walk out,"[""They don't all walk out""]",6,1,6.0,0.0,0.0,0.0,0.0,2.0,AudienceMember 20220707QT18,AudienceMember 20220707QT18,Fiona Bruce,2,1,3,3,1
3087,23888_1,Is that reasonable?,Assertive Questioning,They probably have the legal right to open every packet and inspect every sausage,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Gillian Keegan,Gillian Keegan,,2,0,2,2,0
3088,23002_1,"everything is Westminster's fault, okay",Assertive Questioning,What is it that the Scottish MSPs are actually doing,"['Who are you blaming for that, the government of Westminster or the government here in Holyrood']",16,1,16.0,0.0,0.0,1.0,0.0,0.0,AudienceMember 20220707QT33,AudienceMember 20220707QT33,Fiona Bruce,2,1,3,3,1
3089,23770_2,"where she's not going to have to be stumping up for these things, and she's living in unsafe accommodation",Assertive Questioning,When it be resolved for someone like Natalie,"[""That's the challenge Government has "", ""What's the answer? I can't give you the detail of the plan but""]",10,2,5.0,0.0,0.5,0.5,0.0,0.5,Fiona Bruce,Fiona Bruce,Anne-Marie Trevelyan,2,1,1,1,2
3090,22478_2,"does that not evidence that, one, labour are willing to change",Assertive Questioning,they had two labour reshuffle,['The opposition party is Labour'],5,1,5.0,0.0,0.0,0.0,0.0,2.0,AudienceMember 20210912QT31,AudienceMember 20210912QT31,Fiona Bruce,2,1,3,3,1
3091,23729_2,Where is the trade deal with the United States,Assertive Questioning,"the promises that your party made on Brexit, which have not been delivered","[""it's fruit pickers, it's caterers, it's people in concert halls "", 'right across this country, there are shortages ', 'You promised that immigration would come down ', ""you know that it will need to go up if we're to deal with these problems""]",45,4,11.25,0.0,0.0,0.0,0.5,0.25,David Lammy,David Lammy,David Lammy,2,2,2,2,2
3092,22833_1,Don't people in a position of leadership need to lead by example,Assertive Questioning,I would like to shift the topic a little bit and talk about old-fashioned integrity,"[""she's obviously not in leadership, she's just married to someone who is""]",15,1,15.0,0.0,0.0,0.0,0.0,1.0,AudienceMember 20220407QT19,AudienceMember 20220407QT19,Fiona Bruce,2,1,3,3,1
3093,20496_1,"why do my one-off grants have to last me longer than the retail sector, yet they have opened first both times",Assertive Questioning,I want the correct support between now and when I'm supposed to open,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Audience Member5,Audience Member5,,2,0,3,3,0
3094,21287_2,"can I just say how ridiculous that situation is, that Boris Johnson again, the leader of a party that has been rejected consistently in Scotland since 1955, is telling the people of Scotland that have just voted overwhelmingly for pro-independence MSPs that there is no",Assertive Questioning,"The UK government isn't giving consent at the moment with no sign of when it's going to do so, so how are you going to resolve this",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Kate Forbes,Fiona Bruce,,1,0,2,1,0
3095,18286_2,What if people don't put themselves forward,Assertive Questioning,You have the same issue in Scotland as in England,"['The reason we have been successful in reducing the prevalence of Coronavirus is because of massive volumes of public participation and compliance ', 'The same applies to the track, trace, self-isolate and support strategy, test and protect that we are putting out in Scotland ', 'It relies on people coming forward where they have symptoms, indicating they have those symptoms and then for us pursuing the contact ', 'There will be privacy applied, essentially the source of the virus that has been drawn to attention of other individuals, but it fundamentally relies on public participation, public trust and public confidence ', 'we need to have that similar level of communication and consent from members of the public in wrestling with the contact tracing strategy']",164,5,32.8,0.2,0.0,0.2,0.4,0.0,Fiona Bruce,Fiona Bruce,John Swinney,2,1,1,1,2
3096,25384_1,Why aren't we freezing the assets,Assertive Questioning,"they've taken over the Afghan government's assets, some of those may be in UK banks","['Starve them out ', 'There is a Covid pandemic']",8,2,4.0,0.0,0.0,0.5,0.5,0.5,Lisa Nandy,Lisa Nandy,Nelufar Hedayat,2,1,2,2,2
3097,23935_3,isn't it time for the Government to be upfront and say this is a trade off we wanted the finals here,Assertive Questioning,this idea of letting in the EUFA dignitaries and sponsors,"[""I'm absolutely getting loud and clear the message from the panel and others about the you know, how far we have all come together "", 'how at this late stage some things appear to be frankly, you know, a juxtaposition, a contradiction']",43,2,21.5,0.5,0.0,0.5,0.0,0.0,Fiona Bruce,Fiona Bruce,Robert Buckland,2,1,1,1,2
3098,20987_2,isn't that enough,Assertive Questioning,why don't you answer the question about if there's a majority in parliament,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,John Unknown,John Unknown,,2,0,3,3,0
3099,22478_4,and say that didn't work but we're going to try again,Assertive Questioning,"and when they are willing to change they are happy to reflect on that, do that",['The opposition party is Labour'],5,1,5.0,0.0,0.0,0.0,0.0,2.0,AudienceMember 20210912QT31,AudienceMember 20210912QT31,Fiona Bruce,2,1,3,3,1
3100,23861_1,It must be very depressing for you,Assertive Questioning,I understand that,"['it is important that politicians learn to listen ', 'a lot of the country, in my view, I think it was the majority of the country, wanted us to do things in the national interest for the last year and take a constructive opposition approach, which is what Keir has done ', 'He has opposed the government many, many times ', 'We have opposed the government on school exam results or free school meals in the holiday']",80,4,20.0,0.75,0.25,0.75,0.25,0.0,Fiona Bruce,Thangam Debbonaire,Thangam Debbonaire,1,1,1,2,2
3101,22454_3,"you could tell us, Maggie",Assertive Questioning,"According to one source, dozens","[""I wasn't there "", ""I don't know""]",8,2,4.0,0.5,0.0,0.0,0.5,0.5,Fiona Bruce,Fiona Bruce,Maggie Throup,2,1,1,1,2
3102,23396_2,sounds like you took offence at that,Assertive Questioning,"What AudienceMember 20210722QT21 is referring to is Prime Minister's questions yesterday where the leader of the opposition Keir Starmer was asking persistently about the drop in rape convictions, it's at a 40 year low, and he is asking a lot of questions about the Government's policies, and Boris Johnson replied, one of his replies was we are getting on with the job, they, Labour, jabber, we jab.","['Yes ', ""it wasn't about vaccinations "", 'It was a quite serious question ', 'up until then, you know the Prime Minister had a really good kind of you know, what he said made sense ', 'At that point, I was like hold on a second, again, we are being mocked in Parliament']",52,5,10.4,0.0,0.0,0.0,0.2,0.2,Fiona Bruce,Fiona Bruce,AudienceMember 20210722QT22,2,1,1,1,3
3103,23051_1,Wales is taking action,Assertive Questioning,You are an MP for Rhondda,"['Wales is in precisely this way ', 'too many decisions are made in London and the south east affecting the whole of the rest of the country ', 'We need far more devolution across the whole of the country so that more decisions are made closure to the people they most affect']",63,3,21.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,Fiona Bruce,Fiona Bruce,Chris Bryant,2,1,1,1,2
3104,18877_2,"do you not think that the public are going to see this as another U‑turn again, and it’s going to be even harder to get the public on board to actually use the app when it does become live",Assertive Questioning,to make sure that we bring about a test and trace app that can be used to protect us all,['do you worry about that loss of public confidence'],10,1,10.0,0.0,0.0,1.0,0.0,0.0,Gareth Jones,James Cleverly,Fiona Bruce,1,1,3,2,1
3105,19087_1,"If we are looking for money, why don’t we , the billions of pounds given to management consultants, instead of giving it to them why don’t we give it to local leaders",Assertive Questioning,"we do need to take the job losses that are there now and could be coming, with a million facing a cliff edge at the end of October much more seriously than is being done now",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Audience Speaker,Seema Malhotra,,1,0,3,2,0
